,m2,isitma,celly_buildingAge,celly_floortype,location,price,ad_duration,boğaza_bakan,metroya_yakın,teras,eşyalı,bahçeli,bedroom,salon
416,160.0,Kombi,35,1. Kat,"Sarıyer,Yeniköy Mahallesi",24000,22,1,0,1,0,0,3,1
417,330.0,Kombi,10,Çatı Katı,"Sarıyer,İstinye Mahallesi",19000,29,0,0,1,0,0,5,1
418,104.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",8990,5,0,0,0,1,0,1,1
419,75.0,Kombi,25,Ara Kat,"Sarıyer,Reşitpaşa Mahallesi",1800,11,0,0,0,0,0,2,1
420,330.0,Kombi,12,Çatı Katı,"Sarıyer,İstinye Mahallesi",19500,3,0,0,0,0,0,5,1
421,133.51399253731344,Kombi,11,Ara Kat,"Sarıyer,Pınar Mahallesi",16000,0,0,0,0,0,0,3,1
422,165.0,Kombi,6,Çatı Katı,"Sarıyer,Maslak Mahallesi",14990,5,0,0,0,1,0,2,1
423,105.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",8390,5,0,0,0,1,0,1,1
424,130.0,Kombi,21,1. Kat,"Sarıyer,Baltalimanı Mahallesi",1900,10,0,0,0,0,0,2,1
425,110.0,Kombi,20,1. Kat,"Sarıyer,Kireçburnu Mahallesi",3000,1,1,0,0,1,0,2,1
426,65.0,Kombi,3,1. Kat,"Sarıyer,Zekeriyaköy Mahallesi",2400,26,0,0,0,0,0,1,1
427,50.0,Kombi,35,1. Kat,"Sarıyer,Rumeli Hisarı Mahallesi",9600,19,0,0,0,0,0,4,1
428,104.0,Kombi,4,Çatı Katı,"Sarıyer,Maslak Mahallesi",8990,5,0,0,0,1,0,1,1
429,80.0,Kombi,25,Ara Kat,"Sarıyer,Emirgan Mahallesi",16000,12,1,0,0,0,0,4,1
430,104.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",8390,5,0,0,0,1,0,1,1
431,90.0,Kombi,9,Ara Kat,"Sarıyer,Pınar Mahallesi",22500,0,0,0,1,0,0,4,1
432,109.0,Kombi,3,Ara Kat,"Sarıyer,Huzur Mahallesi",5790,5,0,0,0,1,0,1,1
433,195.0,Kombi,30,1. Kat,"Sarıyer,Tarabya Mahallesi",16000,13,1,0,0,0,1,3,1
434,80.0,Kombi,18,Ara Kat,"Sarıyer,İstinye Mahallesi",12000,0,0,0,1,0,0,5,2
435,96.0,Kombi,5,Ara Kat,"Sarıyer,İstinye Mahallesi",7000,0,0,0,0,0,0,1,1
436,70.0,Kombi,5,1. Kat,"Sarıyer,Ferahevler Mahallesi",10000,14,0,0,1,0,1,5,2
437,600.0,Kombi,10,1. Kat,"Sarıyer,Emirgan Mahallesi",35000,12,0,0,1,0,1,5,2
438,75.0,Kombi,30,Ara Kat,"Sarıyer,Tarabya Mahallesi",7000,10,1,0,0,0,0,3,2
439,110.0,Kombi,7,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",23500,12,1,0,0,1,0,4,1
440,165.0,Kombi,6,Çatı Katı,"Sarıyer,Maslak Mahallesi",13590,5,0,0,0,1,0,2,1
441,190.0,Kombi,5,Çatı Katı,"Sarıyer,Tarabya Mahallesi",7000,44,0,0,1,0,0,3,1
442,75.0,Kombi,6,Çatı Katı,"Sarıyer,Maslak Mahallesi",9190,5,0,0,0,1,0,1,1
443,40.0,Kombi,4,1. Kat,"Sarıyer,Maslak Mahallesi",4390,5,0,0,0,1,0,1,1
444,120.0,Kombi,25,1. Kat,"Sarıyer,Tarabya Mahallesi",2000,1,0,0,0,0,0,3,1
445,150.0,Kombi,20,Ara Kat,"Sarıyer,Tarabya Mahallesi",4000,1,0,1,0,0,0,3,1
446,150.0,Kombi,20,Ara Kat,"Sarıyer,İstinye Mahallesi",3150,0,0,0,0,0,0,3,1
447,300.0,Kombi,24,Ara Kat,"Sarıyer,Tarabya Mahallesi",9000,26,0,0,0,0,1,4,1
448,330.0,Kombi,13,Çatı Katı,"Sarıyer,İstinye Mahallesi",20000,14,0,0,1,0,0,5,1
449,110.0,Kombi,14,Ara Kat,"Sarıyer,Maslak Mahallesi",7790,5,0,0,0,1,0,2,1
450,130.0,Kombi,20,Ara Kat,"Sarıyer,Tarabya Mahallesi",4000,20,0,0,0,0,0,3,1
451,330.0,Kombi,9,Ara Kat,"Sarıyer,İstinye Mahallesi",21000,15,0,0,1,0,0,5,1
452,90.0,Kombi,10,Ara Kat,"Sarıyer,Ayazağa Mahallesi",2200,18,0,0,0,1,0,2,1
453,80.0,Kombi,13,Ara Kat,"Sarıyer,Tarabya Mahallesi",19500,29,0,0,0,0,0,4,1
454,60.0,Kombi,30,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",2800,5,1,0,0,0,0,1,1
455,90.0,Kombi,30,1. Kat,"Sarıyer,Yeniköy Mahallesi",3500,26,0,0,0,1,0,2,1
456,90.0,Kombi,8,Ara Kat,"Sarıyer,Tarabya Mahallesi",3600,0,0,0,0,0,0,2,1
457,75.0,Kombi,23,1. Kat,"Sarıyer,Tarabya Mahallesi",2000,13,0,0,0,1,1,1,1
458,40.0,Kombi,10,1. Kat,"Sarıyer,Tarabya Mahallesi",25000,21,0,0,1,0,1,4,1
459,160.0,Kombi,8,Ara Kat,"Sarıyer,Tarabya Mahallesi",6900,0,0,0,0,0,0,3,1
460,70.0,Kombi,14,1. Kat,"Sarıyer,Tarabya Mahallesi",2000,1,0,0,0,1,0,1,1
461,110.0,Kombi,20,Ara Kat,"Sarıyer,Tarabya Mahallesi",2300,23,0,0,0,0,0,2,1
462,450.0,Kombi,11,Çatı Katı,"Sarıyer,Tarabya Mahallesi",15000,15,0,0,1,1,0,4,2
463,130.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",3000,1,0,1,0,0,0,2,1
464,50.0,Kombi,0,Çatı Katı,"Sarıyer,Tarabya Mahallesi",15000,22,0,0,1,0,0,4,1
465,75.0,Kombi,20,Çatı Katı,"Sarıyer,Cumhuriyet Mahallesi",1600,1,0,0,0,0,0,2,1
466,80.0,Kombi,4,1. Kat,"Sarıyer,İstinye Mahallesi",20000,28,0,0,1,0,1,4,1
467,100.0,Kombi,20,Ara Kat,"Sarıyer,Cumhuriyet Mahallesi",2500,10,0,0,0,0,0,2,1
468,80.0,Kombi,35,Ara Kat,"Sarıyer,Emirgan Mahallesi",5750,10,0,0,0,0,0,1,1
469,194.0,Kombi,10,Ara Kat,"Sarıyer,İstinye Mahallesi",20000,2,0,0,0,1,0,3,1
470,300.0,Kombi,10,Ara Kat,"Sarıyer,İstinye Mahallesi",20000,16,0,0,1,0,0,5,1
471,190.0,Kombi,4,Çatı Katı,"Sarıyer,Maden Mahallesi",5000,6,0,0,1,0,0,4,1
472,160.0,Kombi,0,Ara Kat,"Sarıyer,Emirgan Mahallesi",9500,7,0,0,0,0,0,3,1
473,80.0,Kombi,30,Ara Kat,"Sarıyer,Tarabya Mahallesi",9000,7,1,0,0,0,0,4,1
474,100.0,Kombi,20,1. Kat,"Sarıyer,Cumhuriyet Mahallesi",1750,1,0,1,0,0,0,2,1
475,120.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",2200,1,0,1,0,0,0,3,1
476,35.0,Kombi,15,Ara Kat,"Sarıyer,Yeniköy Mahallesi",9000,17,1,0,1,0,0,4,1
477,100.0,Kombi,20,Çatı Katı,"Sarıyer,İstinye Mahallesi",2250,0,0,0,0,0,0,2,1
478,140.0,Kombi,50,1. Kat,"Sarıyer,Rumeli Hisarı Mahallesi",5500,0,1,0,0,0,0,4,1
479,80.0,Kombi,15,1. Kat,"Sarıyer,Cumhuriyet Mahallesi",2000,1,0,0,0,1,1,1,1
480,78.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",9490,5,0,0,0,1,0,1,1
481,84.0,Kombi,15,Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",3200,18,0,0,0,1,0,2,1
482,190.0,Kombi,1,Bodrum,"Sarıyer,Maden Mahallesi",11000,4,1,0,0,0,0,3,1
484,55.0,Kombi,10,Çatı Katı,"Sarıyer,Maslak Mahallesi",11000,0,0,0,0,0,0,4,1
485,40.0,Kombi,3,Ara Kat,"Sarıyer,Huzur Mahallesi",3990,5,0,0,0,1,0,1,1
486,150.0,Kombi,20,Ara Kat,"Sarıyer,Pınar Mahallesi",3150,0,0,0,1,0,0,3,1
487,150.0,Kombi,5,Çatı Katı,"Sarıyer,Maden Mahallesi",9250,4,1,0,1,0,0,2,1
488,300.0,Kombi,30,Ara Kat,"Sarıyer,Emirgan Mahallesi",19000,0,1,0,1,0,0,4,2
489,450.0,Kombi,20,Ara Kat,"Sarıyer,Emirgan Mahallesi",16500,7,0,0,0,0,0,5,1
490,50.0,Kombi,14,Ara Kat,"Sarıyer,Maslak Mahallesi",6390,5,0,0,0,1,0,1,1
491,300.0,Kombi,25,Ara Kat,"Sarıyer,Emirgan Mahallesi",16000,7,0,0,0,0,0,3,1
492,400.0,Kombi,10,Ara Kat,"Sarıyer,Tarabya Mahallesi",15000,0,1,0,1,0,0,4,2
493,110.0,Kombi,25,1. Kat,"Sarıyer,Rumeli Hisarı Mahallesi",2800,1,1,0,0,0,0,2,1
494,85.0,Kombi,11,1. Kat,"Sarıyer,İstinye Mahallesi",2000,4,0,0,0,0,1,1,1
495,150.0,Kombi,25,Ara Kat,"Sarıyer,Yeniköy Mahallesi",23000,12,1,0,1,0,0,3,1
496,80.0,Kombi,30,Ara Kat,"Sarıyer,Emirgan Mahallesi",5750,10,0,0,0,0,0,1,1
497,120.0,Kombi,25,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",2850,30,0,0,0,0,0,2,1
498,140.0,Kombi,25,1. Kat,"Sarıyer,Tarabya Mahallesi",4000,0,0,1,0,0,0,3,1
499,70.0,Kombi,20,1. Kat,"Sarıyer,Büyükdere Mahallesi",2100,0,0,0,0,0,1,2,1
500,133.51399253731344,Kombi,15,1. Kat,"Sarıyer,Tarabya Mahallesi",10000,0,1,0,1,0,1,4,1
501,176.0,Kombi,1,Çatı Katı,"Sarıyer,Maden Mahallesi",5000,17,1,0,1,0,0,3,1
502,180.0,Kombi,1,Bodrum,"Sarıyer,Maden Mahallesi",9500,4,1,0,1,0,0,3,1
503,330.0,Kombi,8,1. Kat,"Sarıyer,İstinye Mahallesi",44000,15,0,0,1,0,1,5,1
504,85.0,Kombi,0,Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",2500,4,0,0,0,0,0,1,1
505,315.0,Kombi,7,Çatı Katı,"Sarıyer,İstinye Mahallesi",23000,18,0,0,1,0,0,5,1
506,100.0,Kombi,1,1. Kat,"Sarıyer,Ayazağa Mahallesi",1550,8,0,0,0,0,0,2,1
507,175.0,Kombi,1,1. Kat,"Sarıyer,Maden Mahallesi",8750,4,0,0,1,0,1,2,1
508,133.51399253731344,Kombi,5,Çatı Katı,"Sarıyer,Kumköy Mahallesi",3500,3,0,0,1,1,0,3,1
509,70.0,Kombi,20,1. Kat,"Sarıyer,Tarabya Mahallesi",1750,17,0,0,0,0,1,2,1
510,45.0,Kombi,0,1. Kat,"Sarıyer,Zekeriyaköy Mahallesi",2990,5,0,0,0,1,0,1,1
511,150.0,Kombi,0,Ara Kat,"Sarıyer,Emirgan Mahallesi",9500,7,0,0,0,0,0,3,1
512,145.0,Kombi,20,Ara Kat,"Sarıyer,Ferahevler Mahallesi",3000,0,0,0,0,0,0,3,1
513,80.0,Kombi,2,Çatı Katı,"Sarıyer,Maden Mahallesi",7500,20,0,0,1,0,0,4,1
514,120.0,Kombi,10,Ara Kat,"Sarıyer,Tarabya Mahallesi",6500,0,1,0,0,1,0,2,1
515,185.0,Kombi,3,1. Kat,"Sarıyer,Zekeriyaköy Mahallesi",4500,8,0,0,0,0,1,3,1
516,65.0,Kombi,3,Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",2500,26,0,0,0,0,0,1,1
517,95.0,Kombi,5,Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",4800,6,0,0,0,1,0,2,1
518,150.0,Kombi,40,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",7000,12,0,0,1,0,0,3,1
519,33.0,Kombi,10,1. Kat,"Sarıyer,Uskumruköy Mahallesi",12000,7,0,0,1,1,1,3,1
520,145.0,Kombi,20,Ara Kat,"Sarıyer,Tarabya Mahallesi",5500,0,0,0,0,1,0,3,1
521,140.0,Kombi,25,1. Kat,"Sarıyer,Kireçburnu Mahallesi",3000,0,0,0,0,0,0,3,1
522,40.0,Kombi,25,Ara Kat,"Sarıyer,Kireçburnu Mahallesi",1600,1,1,0,0,1,0,1,0
523,150.0,Kombi,11,1. Kat,"Sarıyer,Tarabya Mahallesi",3000,14,0,0,0,1,0,3,1
524,80.0,Kombi,0,1. Kat,"Sarıyer,Maden Mahallesi",12000,1,0,0,1,0,1,4,1
525,100.0,Kombi,15,Ara Kat,"Sarıyer,Tarabya Mahallesi",1600,11,0,0,0,1,0,3,1
526,135.0,Kombi,25,Ara Kat,"Sarıyer,Cumhuriyet Mahallesi",1600,1,0,0,0,0,0,3,1
527,80.0,Kombi,30,1. Kat,"Sarıyer,Rumeli Hisarı Mahallesi",4000,5,1,0,0,1,0,2,1
528,150.0,Kombi,0,Ara Kat,"Sarıyer,Maden Mahallesi",6500,13,0,0,1,0,0,3,1
529,190.0,Kombi,30,Ara Kat,"Sarıyer,Ferahevler Mahallesi",3000,0,0,0,0,0,1,4,1
530,70.0,Kombi,23,Ara Kat,"Sarıyer,Reşitpaşa Mahallesi",1900,9,0,0,0,0,0,2,1
531,140.0,Kombi,10,Ara Kat,"Sarıyer,Maden Mahallesi",5000,0,1,0,0,1,0,3,1
532,44.0,Kombi,0,Ara Kat,"Sarıyer,Maden Mahallesi",2300,15,0,0,0,0,0,1,1
533,130.0,Kombi,25,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",3500,0,1,1,0,0,0,3,1
534,120.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",4000,0,0,1,0,0,0,3,1
535,160.0,Kombi,5,Çatı Katı,"Sarıyer,Ferahevler Mahallesi",6900,15,0,0,1,1,0,3,1
537,70.0,Kombi,30,1. Kat,"Sarıyer,Tarabya Mahallesi",2300,5,0,0,0,0,1,1,1
538,50.0,Kombi,25,1. Kat,"Sarıyer,Kireçburnu Mahallesi",1550,11,0,0,0,1,0,1,1
539,88.0,Kombi,10,Ara Kat,"Sarıyer,Pınar Mahallesi",25000,21,0,0,1,0,0,4,1
540,330.0,Kombi,20,Ara Kat,"Sarıyer,Kumköy Mahallesi",6000,23,0,0,0,0,0,6,1
541,50.0,Kombi,15,1. Kat,"Sarıyer,Tarabya Mahallesi",9000,1,0,0,0,0,1,4,1
542,90.0,Kombi,25,Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",4000,6,0,0,0,0,0,2,1
543,300.0,Kombi,4,Ara Kat,"Sarıyer,Maden Mahallesi",12000,29,0,0,1,0,1,5,1
544,90.0,Kombi,20,Ara Kat,"Sarıyer,Merkez Mahallesi",2250,45,0,0,0,0,0,3,0
545,160.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",4000,1,0,0,0,0,0,3,1
546,400.0,Kombi,10,Ara Kat,"Sarıyer,Tarabya Mahallesi",18000,0,1,0,1,1,0,4,2
547,75.0,Kombi,8,Ara Kat,"Sarıyer,İstinye Mahallesi",36600,51,0,0,1,0,0,4,1
548,140.0,Kombi,21,Ara Kat,"Sarıyer,Tarabya Mahallesi",3500,0,0,0,0,0,0,3,1
549,315.0,Kombi,9,Çatı Katı,"Sarıyer,İstinye Mahallesi",19000,22,0,0,1,0,0,5,1
550,40.0,Kombi,20,1. Kat,"Sarıyer,Tarabya Mahallesi",35000,9,0,0,0,0,0,4,1
551,100.0,Kombi,25,Ara Kat,"Sarıyer,Pınar Mahallesi",2200,42,0,0,0,0,0,2,1
552,80.0,Kombi,25,1. Kat,"Sarıyer,Kireçburnu Mahallesi",3100,11,1,0,0,1,0,2,1
553,180.0,Kombi,15,1. Kat,"Sarıyer,Darüşşafaka Mahallesi",4750,9,0,0,0,0,0,4,1
554,75.0,Kombi,0,Ara Kat,"Sarıyer,Huzur Mahallesi",2100,7,0,1,0,1,0,1,1
555,110.0,Kombi,20,Bodrum,"Sarıyer,Darüşşafaka Mahallesi",3750,20,0,0,0,1,0,2,1
556,320.0,Kombi,10,1. Kat,"Sarıyer,İstinye Mahallesi",27500,0,0,0,1,0,1,5,1
557,165.0,Kombi,10,Ara Kat,"Sarıyer,Yeniköy Mahallesi",23000,17,1,0,1,0,0,3,1
558,60.0,Kombi,15,Bodrum,"Sarıyer,Kireçburnu Mahallesi",2000,1,0,0,0,1,0,1,1
559,350.0,Kombi,7,Ara Kat,"Sarıyer,Maden Mahallesi",7000,25,0,0,1,0,0,5,1
560,65.0,Kombi,29,1. Kat,"Sarıyer,Emirgan Mahallesi",1500,0,0,0,0,0,1,1,1
561,125.0,Kombi,29,Ara Kat,"Sarıyer,Emirgan Mahallesi",5000,0,0,0,0,0,0,3,1
562,85.0,Kombi,18,1. Kat,"Sarıyer,Büyükdere Mahallesi",1950,20,0,0,0,1,0,2,1
563,120.0,Kombi,30,Ara Kat,"Sarıyer,Merkez Mahallesi",7500,3,1,0,0,0,0,2,1
564,90.0,Kombi,21,1. Kat,"Sarıyer,Yeniköy Mahallesi",2200,8,0,0,0,0,1,2,1
565,300.0,Kombi,3,1. Kat,"Sarıyer,Ferahevler Mahallesi",10000,0,0,0,1,0,1,5,2
566,140.0,Kombi,25,1. Kat,"Sarıyer,Kireçburnu Mahallesi",2950,0,0,0,0,0,1,3,1
567,60.0,Kombi,20,1. Kat,"Sarıyer,Büyükdere Mahallesi",1200,4,0,0,0,0,1,1,1
568,135.0,Kombi,40,Ara Kat,"Sarıyer,Merkez Mahallesi",5750,6,1,0,0,0,0,3,1
569,133.51399253731344,Kombi,16,Çatı Katı,"Sarıyer,Yeniköy Mahallesi",25000,0,1,0,1,0,0,3,1
570,330.0,Kombi,16,Çatı Katı,"Sarıyer,İstinye Mahallesi",19000,0,0,0,1,0,0,5,1
571,65.0,Kombi,3,1. Kat,"Sarıyer,Zekeriyaköy Mahallesi",2400,3,0,0,0,0,0,1,1
572,110.0,Kombi,30,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",3250,42,1,0,0,0,0,2,1
573,70.0,Kombi,25,Ara Kat,"Sarıyer,Merkez Mahallesi",2200,13,0,0,0,1,0,1,1
574,130.0,Kombi,25,Bodrum,"Sarıyer,Tarabya Mahallesi",2500,0,0,0,0,0,0,3,1
575,90.0,Kombi,25,Bodrum,"Sarıyer,Reşitpaşa Mahallesi",1800,26,0,0,0,0,0,2,1
576,370.0,Kombi,9,1. Kat,"Sarıyer,İstinye Mahallesi",35500,15,0,0,0,0,1,5,1
577,80.0,Kombi,5,1. Kat,"Sarıyer,Tarabya Mahallesi",10000,0,0,0,1,0,1,5,2
578,133.51399253731344,Kombi,25,Ara Kat,"Sarıyer,Yeniköy Mahallesi",8500,28,0,0,1,0,0,4,1
579,388.0,Kombi,11,1. Kat,"Sarıyer,Pınar Mahallesi",35000,0,0,0,1,0,1,6,1
580,175.0,Kombi,35,Ara Kat,"Sarıyer,Emirgan Mahallesi",11000,0,0,0,0,0,0,3,1
581,194.0,Kombi,11,Ara Kat,"Sarıyer,Pınar Mahallesi",21000,0,0,0,0,1,0,3,1
582,110.0,Kombi,30,Ara Kat,"Sarıyer,Yeniköy Mahallesi",3250,16,1,0,0,0,0,2,1
583,75.0,Kombi,5,Çatı Katı,"Sarıyer,Poligon Mahallesi",16000,0,0,0,1,0,1,4,1
584,110.0,Kombi,26,Ara Kat,"Sarıyer,Tarabya Mahallesi",2500,0,0,0,0,0,0,3,1
585,80.0,Kombi,8,Ara Kat,"Sarıyer,Poligon Mahallesi",16000,13,0,0,1,0,0,4,1
586,14.0,Kombi,10,Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",5100,58,0,0,1,0,0,5,1
587,70.0,Kombi,20,1. Kat,"Sarıyer,Tarabya Mahallesi",1500,6,0,0,0,0,0,1,1
588,80.0,Kombi,20,Ara Kat,"Sarıyer,Tarabya Mahallesi",2000,0,0,0,0,1,0,1,1
589,316.0,Kombi,15,Çatı Katı,"Sarıyer,İstinye Mahallesi",18000,0,0,0,1,0,0,5,1
590,70.0,Kombi,25,1. Kat,"Sarıyer,Kireçburnu Mahallesi",2800,0,0,0,0,1,0,1,1
592,10.0,Kombi,15,Çatı Katı,"Sarıyer,Yeniköy Mahallesi",25000,5,1,0,1,0,0,3,1
593,75.0,Kombi,7,Çatı Katı,"Sarıyer,Poligon Mahallesi",16000,0,0,0,0,0,1,4,1
594,80.0,Kombi,25,1. Kat,"Sarıyer,Yeniköy Mahallesi",2500,13,1,0,0,0,1,2,1
595,150.0,Kombi,30,Ara Kat,"Sarıyer,İstinye Mahallesi",8500,21,1,0,0,0,0,3,1
596,100.0,Kombi,23,Ara Kat,"Sarıyer,Fatih Sultan Mehmet Mahallesi",1800,0,0,0,0,0,0,2,1
597,175.0,Kombi,30,Ara Kat,"Sarıyer,Tarabya Mahallesi",15000,0,0,0,0,0,0,3,1
598,75.0,Kombi,29,1. Kat,"Sarıyer,Emirgan Mahallesi",3000,0,0,0,0,1,1,1,1
599,120.0,Kombi,26,1. Kat,"Sarıyer,Fatih Sultan Mehmet Mahallesi",1700,0,0,0,0,0,0,3,1
600,125.0,Kombi,18,Ara Kat,"Sarıyer,Ferahevler Mahallesi",3300,12,0,0,0,0,0,3,1
601,115.0,Kombi,26,Bodrum,"Sarıyer,Rumeli Hisarı Mahallesi",2600,0,1,0,0,0,0,3,1
602,50.0,Kombi,15,Ara Kat,"Sarıyer,İstinye Mahallesi",19000,0,0,0,0,0,0,4,1
603,50.0,Kombi,15,Ara Kat,"Sarıyer,İstinye Mahallesi",19000,0,0,0,0,0,0,4,1
604,95.0,Kombi,30,Ara Kat,"Sarıyer,Kumköy Mahallesi",1900,20,0,0,0,0,0,2,1
605,95.0,Kombi,5,Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",3500,13,0,0,0,0,1,1,1
606,190.0,Kombi,25,1. Kat,"Sarıyer,Ferahevler Mahallesi",3000,0,0,0,0,0,0,4,4
607,130.0,Kombi,0,1. Kat,"Sarıyer,Maden Mahallesi",4500,29,0,0,0,0,1,3,1
608,125.0,Kombi,21,Ara Kat,"Sarıyer,Poligon Mahallesi",2500,19,0,0,0,0,0,2,1
609,125.0,Kombi,26,Bodrum,"Sarıyer,Rumeli Hisarı Mahallesi",3500,0,0,0,0,0,0,3,1
610,50.0,Kombi,20,Ara Kat,"Sarıyer,Merkez Mahallesi",1250,20,0,0,0,0,0,1,0
611,133.51399253731344,Kombi,40,Ara Kat,"Sarıyer,Emirgan Mahallesi",9500,0,0,0,1,0,0,5,1
612,170.0,Kombi,10,Bodrum,"Sarıyer,Darüşşafaka Mahallesi",8250,13,0,0,0,0,0,3,1
613,70.0,Kombi,25,Bodrum,"Sarıyer,Yeniköy Mahallesi",2000,2,1,0,0,0,0,1,1
614,145.0,Kombi,4,Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",3800,29,0,0,0,1,0,2,1
615,10.0,Kombi,12,Ara Kat,"Sarıyer,İstinye Mahallesi",15000,1,0,0,0,0,0,3,1
617,75.0,Kombi,12,Ara Kat,"Sarıyer,Ferahevler Mahallesi",1800,1,0,0,0,1,0,1,1
618,65.0,Kombi,29,1. Kat,"Sarıyer,Emirgan Mahallesi",1500,0,0,0,0,0,1,1,1
619,190.0,Kombi,16,Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",5500,8,0,0,0,1,0,4,1
620,100.0,Kombi,25,1. Kat,"Sarıyer,Yeniköy Mahallesi",4200,2,1,0,0,1,0,2,1
621,105.0,Kombi,26,Çatı Katı,"Sarıyer,Rumeli Hisarı Mahallesi",2500,0,1,0,1,0,0,2,1
622,60.0,Kombi,25,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",10000,25,0,0,0,0,0,4,1
623,135.0,Kombi,15,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",2750,14,0,0,0,0,0,2,1
624,110.0,Kombi,42,Ara Kat,"Sarıyer,Tarabya Mahallesi",3000,13,0,0,0,0,0,2,1
625,150.0,Kombi,15,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",3750,6,1,0,0,0,0,2,1
627,90.0,Kombi,25,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",2500,40,0,0,0,0,0,2,1
628,170.0,Kombi,25,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",6000,13,1,0,0,0,0,4,1
629,300.0,Kombi,18,Ara Kat,"Sarıyer,Tarabya Mahallesi",19500,15,0,0,1,0,0,4,1
630,85.0,Kombi,23,1. Kat,"Sarıyer,Fatih Sultan Mehmet Mahallesi",1350,0,0,0,1,0,0,2,1
631,110.0,Kombi,30,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",7500,5,0,0,0,1,0,3,1
632,60.0,Kombi,29,1. Kat,"Sarıyer,Emirgan Mahallesi",1500,0,0,0,0,0,1,1,1
633,80.0,Kombi,25,Ara Kat,"Sarıyer,Yeniköy Mahallesi",4000,3,0,0,0,1,0,2,1
634,88.0,Kombi,11,Çatı Katı,"Sarıyer,İstinye Mahallesi",14500,0,0,0,0,0,0,5,1
635,68.0,Kombi,23,1. Kat,"Sarıyer,Poligon Mahallesi",1100,16,0,0,0,0,1,1,1
636,150.0,Kombi,7,Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",4000,1,0,0,0,0,0,3,1
637,50.0,Kombi,5,Ara Kat,"Sarıyer,Tarabya Mahallesi",7800,1,0,0,1,0,0,4,1
638,55.0,Kombi,25,1. Kat,"Sarıyer,Yeniköy Mahallesi",2300,2,0,0,0,0,0,1,1
639,75.0,Kombi,40,1. Kat,"Sarıyer,Yeniköy Mahallesi",2000,50,0,0,0,0,0,1,1
640,80.0,Kombi,1,Ara Kat,"Sarıyer,Tarabya Mahallesi",4250,1,0,0,0,0,0,2,1
641,150.0,Kombi,20,Ara Kat,"Sarıyer,Yeniköy Mahallesi",25000,20,0,0,1,0,0,3,1
642,100.0,Kombi,25,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",2800,30,0,0,0,0,0,2,1
643,310.0,Kombi,15,Ara Kat,"Sarıyer,Tarabya Mahallesi",29000,1,0,0,0,0,0,4,1
644,110.0,Kombi,25,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",3300,7,0,0,0,0,0,2,1
646,100.0,Kombi,25,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",2000,39,0,0,0,1,0,2,1
647,133.51399253731344,Kombi,35,Çatı Katı,"Sarıyer,Rumeli Hisarı Mahallesi",15000,14,0,0,1,0,0,4,1
648,180.0,Kombi,4,Ara Kat,"Sarıyer,Uskumruköy Mahallesi",9000,8,0,0,0,0,1,3,1
649,100.0,Kombi,25,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",2800,30,0,0,0,0,0,2,1
650,80.0,Kombi,9,Çatı Katı,"Sarıyer,Tarabya Mahallesi",15000,22,0,0,1,0,0,4,1
651,70.0,Kombi,10,Ara Kat,"Sarıyer,Ayazağa Mahallesi",1600,11,0,0,0,1,0,1,1
652,97.0,Kombi,23,1. Kat,"Sarıyer,Yeniköy Mahallesi",2000,16,0,0,0,0,0,2,1
653,330.0,Kombi,8,Çatı Katı,"Sarıyer,İstinye Mahallesi",42000,22,0,0,1,0,0,5,1
